title,desc,source,cat
"Gold prices to lose luster near $2,000: J.P. Morgan - Fox Business","Gold prices to lose luster near $2,000: J.P. Morgan Fox BusinessGold price hits record high on new fears for the economy CNNU.S gold prices hits a record high a year after Indian gold price hike ET NOWGold prices hit all-time high, and it's a bit of a mystery why CBS NewsWhy Is Gold Going Up? NewsweekView Full Coverage on Google News",goo,bus
Intel Makes Changes to Technology Organization - Business Wire,"Intel Makes Changes to Technology Organization Business WireIntel Reorganizes In Wake of 7nm Woes; Chief Engineering Officer Murthy Renduchintala To Depart AnandTechIntel Restructuring: Murthy Leaves, Ann Kelleher Takes Over 7nm And 5nm Development WccftechIntel engineering leader Murthy Renduchintala will leave as the company mulls manufacturing shift CNBCTop Intel Exec Murthy Renduchintala To Leave After 7nm Stumble CRN: Technology news for channel partners and solution providersView Full Coverage on Google News",goo,bus
Cramer: Moderna sets 'pace of overoptimism' on how quickly a coronavirus vaccine could be ready - CNBC,Cramer: Moderna sets 'pace of overoptimism' on how quickly a coronavirus vaccine could be ready CNBCView Full Coverage on Google News,goo,bus
Moderna Vaccine Effort Now Armed With Nearly a Billion Dollars in Fed Funds - TheStreet,Moderna Vaccine Effort Now Armed With Nearly a Billion Dollars in Fed Funds TheStreetView Full Coverage on Google News,goo,bus
Amazon CEO Jeff Bezos Faces Rare Test in First Testimony Before Congress - The Wall Street Journal,Amazon CEO Jeff Bezos Faces Rare Test in First Testimony Before Congress The Wall Street JournalThe Technology 202: Jeff Bezos faces critical exam of his massive e-commerce empire in first Hill testimony Washington PostJeff Bezos Cast in a Role He Never Wanted: Amazon’s D.C. Defender The New York TimesDoctor Horrible: Amazon Turned Down the Sing-Along Blog | CBR CBR - Comic Book ResourcesJeff Bezos' Net Worth Has Increased By $75 BILLION Since January Celebrity Net WorthView Full Coverage on Google News,goo,bus
"Goldman revamps employee reviews, opening door to more job cuts - New York Post","Goldman revamps employee reviews, opening door to more job cuts New York Post View Full Coverage on Google News",goo,bus
"Goldman says a weak dollar could give stocks a $300 billion boost, benefiting these names the most - CNBC","Goldman says a weak dollar could give stocks a $300 billion boost, benefiting these names the most CNBCView Full Coverage on Google News",goo,bus
Florida man accused of using COVID-19 relief funds to buy Lamborghini - WESH 2 Orlando,Florida man accused of using COVID-19 relief funds to buy Lamborghini WESH 2 Orlando,goo,bus
"Dow Jones Edges Higher, But Apple Stock Jumps Ahead Of Earnings; Amazon, Shopify Also Strong - Investor's Business Daily","Dow Jones Edges Higher, But Apple Stock Jumps Ahead Of Earnings; Amazon, Shopify Also Strong Investor's Business DailyStocks rise to start the week as Amazon and Apple lead tech higher, gold hits record CNBCT-Mobile stock halted after Nasdaq request for more information MarketWatchNASDAQ Breaks From Rising Channel Investing.comWall Street advances on stimulus bets ahead of busy earnings week Yahoo FinanceView Full Coverage on Google News",goo,bus
Under Armour's stock sinks after disclosing receipt of 'Wells Notice' from SEC - MarketWatch,"Under Armour's stock sinks after disclosing receipt of 'Wells Notice' from SEC MarketWatchUnder Armour reveals receipt of 'Wells notice' from SEC over sales probe CNBCUnder Armour Falls After Founder, CFO Are Named in SEC Probe Yahoo FinanceCramer on Under Armour receiving 'Wells notice' from SEC over sales probe CNBC TelevisionRegulators warn Under Armour over accounting disclosures The Associated PressView Full Coverage on Google News",goo,bus
Amazon Sells Unsubstantiated 'Antiviral' Supplements Amid Coronavirus Pandemic - NPR,Amazon Sells Unsubstantiated 'Antiviral' Supplements Amid Coronavirus Pandemic NPR,goo,bus
First phase 3 trial of a coronavirus vaccine in the U.S. begins - CBS News,First phase 3 trial of a coronavirus vaccine in the U.S. begins CBS NewsView Full Coverage on Google News,goo,bus
Planet Fitness to require members and guests to wear masks in clubs at all times - NBC News,Planet Fitness to require members and guests to wear masks in clubs at all times NBC NewsWant to work out at Planet Fitness during the pandemic? You'll need a mask. MSN MoneyPlanet Fitness to require all members to wear masks starting Aug. 1 TribLIVEPlanet Fitness will require masks at all locations WANEPlanet Fitness to require masks at locations nationwide Fox 59View Full Coverage on Google News,goo,bus
"California Taco Bell seeking coins, offering free tacos in exchange - Fox News","California Taco Bell seeking coins, offering free tacos in exchange Fox NewsCheck your couch cushions: One Chick-fil-A offers free food voucher if you exchange coins MSN MoneySome Chick-fil-A locations are offering free food for coins TODAYChick-fil-A asks customers to bring in coins in exchange for free food - Business Insider Business InsiderCoin shortage 2020: US Mint on coin shortage, explains how public can help AL.comView Full Coverage on Google News",goo,bus
"Stocks making the biggest moves midday: Biogen, Walgreens, Moderna, Tapestry & more - CNBC","Stocks making the biggest moves midday: Biogen, Walgreens, Moderna, Tapestry & more CNBC",goo,bus
SAP to spin off its Qualtrics unit through IPO - MarketWatch,"SAP to spin off its Qualtrics unit through IPO MarketWatchSAP CEO on Qualtrics IPO, Co-CEO Departure, Diversity Bloomberg Markets and FinanceParent company of Qualtrics decides to take Utah tech giant public in presumed biggest IPO in state history KSL.comSAP says its Qualtrics unit will go public CNBCSAP Plans To Spin Out Qualtrics, Its $8 Billion Acquisition From 2018, For An IPO ForbesView Full Coverage on Google News",goo,bus
Not wearing a mask outside could mean a $645 fine in Hong Kong as city imposes strict Covid measures - CNN,"Not wearing a mask outside could mean a $645 fine in Hong Kong as city imposes strict Covid measures CNNHong Kong launches share index of technology giants Yahoo FinanceCoronavirus: Hong Kong to limit public gatherings to two people and ban dining at restaurants South China Morning PostWill national security legislation for HK rejuvenate HK's economy? CGTNHong Kong, Which Had All But Beaten Coronavirus, Adopts Tough Restrictions Amid a Troubling Surge TIMEView Full Coverage on Google News",goo,bus
"Alabama stops bars, restaurants from selling alcohol after 11 p.m. due to coronavirus pandemic - AL.com","Alabama stops bars, restaurants from selling alcohol after 11 p.m. due to coronavirus pandemic AL.comAlabama restricts alcohol sales after 11 p.m. as COVID-19 cases spike - Business Insider Business InsiderView Full Coverage on Google News",goo,bus
Mercedes Is Killing Its Status Symbols - Jalopnik,"Mercedes Is Killing Its Status Symbols JalopnikMercedes-Benz putting seven models on the chopping block, dealers say Yahoo! Voices2020 Mercedes-Benz GLS 400d | Road Test | OVERDRIVE OVERDRIVEMercedes coupe and convertible models reportedly face the ax as Benz invests in SUVs CNETMercedes-Benz' Massive Menu Is Losing Multiple Coupes & Convertibles: Report The DriveView Full Coverage on Google News",goo,bus
Oil Drops As Demand Recovery Stalls - OilPrice.com,"Oil Drops As Demand Recovery Stalls OilPrice.comOil rises on stimulus hopes, but U.S.-China tensions cap gains CNBCCrude Oil Price Update - Weakens Under $41.24, Strengthens Over $41.72 FX EmpireOil Prices In Limbo As Fears Of A Second COVID Wave Grow OilPrice.comOil up on weak dollar though U.S.-China tensions, virus weigh Yahoo FinanceView Full Coverage on Google News",goo,bus
"Mortgage Interest Rates Today, July 27, 2020 | Closely watched rate eases - Bankrate.com","Mortgage Interest Rates Today, July 27, 2020 | Closely watched rate eases Bankrate.comJumbo Mortgage Rates Are No Longer the Cheapest Around The Wall Street JournalThese are the best (and worst) reasons to refinance your mortgage Fox BusinessCurrent Mortgage Refinance Rates, July 27, 2020 | Rates slide Bankrate.comHere Are Today's Best Mortgage & Refinance Rates for July 27, 2020 MSN MoneyView Full Coverage on Google News",goo,bus
"AstraZeneca mines another $6B ADC from Daiichi Sankyo, with blockbuster ambitions to 'redefine treatment standards' - Endpoints News","AstraZeneca mines another $6B ADC from Daiichi Sankyo, with blockbuster ambitions to 'redefine treatment standards' Endpoints NewsAstraZeneca Strikes $6 Billion Cancer Drug Deal The Wall Street JournalAstraZeneca bets up to $6 billion on new Daiichi cancer drug ReutersCancer Treatment Partnership Inked By AstraZeneca Investor's Business DailyAstra to Pay Daiichi Up to $6 Billion for New Cancer Drug MSN MoneyView Full Coverage on Google News",goo,bus
